customer_id,customer_name,email,alternate_phone,phone_number,address,city,state,zip_code,postal_code,registration_date,status,total_orders,total_spent,loyalty_points,preferred_payment,age,birth_date,gender,segment
180,EVE WHITE,user180@domain.com,,(555) 380-2537,3025 First St,New York,IL,,61612-1243,,inactive,29,637.41,955,debit_card,,1990-07-05,M,new
181,,customer181@example.com,,(555) 364-9641,545 Oak Ave,new_york,PA,15712.0,20966-5096,2021-09-06,inactive,38,2832.07,648,debit_card,39.0,,O,premium
182,Charlie Brown,customer182@example.com,,(555) 218-5605,8428 Second Ave,NYC,New York,49215.0,33351-4571,2022-03-23,active,7,2777.95,718,credit_card,69.0,1976-08-23,F,new
183,diana.prince,customer183@example.com,,,4761 Main St,Phoenix,TX,84582.0,51139-1661,2021-03-26,inactive,36,2592.21,689,credit_card,49.0,,F,
184,EVE WHITE,customer184@example.com,,,6069 Oak Ave,Chicago,IL,12276.0,,2022-03-05,pending,47,1167.14,472,cash,,,O,premium
185,Charlie Brown,user185@domain.com,,,106 Pine Rd,chicago,TX,,,,active,16,4801.92,218,debit_card,45.0,1962-09-28,F,
186,John Smith,customer186@example.com,,,7115 First St,Houston,TX,24814.0,31077-4131,2021-02-11,suspended,48,4261.62,166,debit_card,,,,premium
187,Bob Wilson,customer187@example.com,,,4323 Oak Ave,Chicago,CA,20420.0,87699-3800,,inactive,23,1420.78,503,,59.0,,F,vip
188,EVE WHITE,user188@domain.com,,,5582 Second Ave,la,PA,27394.0,27099-4248,2023-11-25,inactive,27,1546.87,685,debit_card,24.0,1962-02-27,M,new
189,Bob Wilson,user189@domain.com,,(555) 353-9510,8670 Second Ave,Chicago,New York,,,,pending,38,3611.13,309,credit_card,,,F,premium
190,frank-miller,customer190@example.com,555-4053,,4522 Second Ave,new_york,NY,91208.0,73542-7368,2021-08-03,,3,2102.71,47,credit_card,,,,regular
191,diana.prince,customer191@example.com,,,5749 Pine Rd,New York,CA,,,2023-04-21,,28,79.88,538,credit_card,,,,premium
192,Grace Lee,user192@domain.com,555-1608,(555) 408-7680,9324 Oak Ave,New York,New York,39822.0,80608-4956,2021-10-17,inactive,22,1356.08,484,debit_card,,,F,
193,jane_doe,,,(555) 836-9549,7449 Pine Rd,New York,IL,33958.0,,2020-10-23,,18,1857.47,461,credit_card,70.0,,F,vip
194,Charlie Brown,customer194@example.com,,(555) 578-4680,9679 Main St,Phoenix,California,15370.0,,2020-01-16,active,8,3739.77,445,cash,65.0,,M,vip
195,Charlie Brown,user195@domain.com,555-5117,(555) 264-4034,9044 Oak Ave,philadelphia,PA,,,2023-08-15,active,24,4607.69,274,credit_card,,,,premium
196,EVE WHITE,customer196@example.com,555-7260,,4565 First St,Phoenix,California,55339.0,,,pending,18,1747.59,422,,,1988-03-04,,regular
197,diana.prince,,555-3949,,8613 First St,new_york,California,12425.0,15026-4314,2021-03-06,suspended,35,357.96,66,,,1967-06-19,,
198,diana.prince,customer198@example.com,555-9946,,4891 Oak Ave,Houston,PA,25909.0,,2023-02-15,inactive,4,4213.05,938,cash,34.0,,M,
199,frank-miller,customer199@example.com,555-3420,,9213 Pine Rd,Chicago,PA,46421.0,76457-1466,2021-05-19,inactive,16,369.6,851,,26.0,1993-05-08,F,regular
200,Grace Lee,user200@domain.com,555-2293,,3905 Pine Rd,Houston,TX,,,2022-10-26,pending,13,163.27,65,,70.0,1967-06-08,O,regular
201,EVE WHITE,customer201@example.com,555-3463,(555) 633-8143,7588 Main St,philadelphia,AZ,56427.0,,2023-10-05,inactive,15,2053.19,957,cash,33.0,1963-02-17,,regular
202,Charlie Brown,customer202@example.com,,(555) 746-4374,4418 Pine Rd,NYC,PA,79326.0,16880-3785,,active,30,1328.41,750,cash,52.0,1964-07-23,F,premium
203,John Smith,customer203@example.com,,,8634 Oak Ave,Los Angeles,TX,27801.0,,,,0,4860.53,750,paypal,44.0,,,new
204,jane_doe,user204@domain.com,,,5622 Oak Ave,Chicago,PA,74868.0,56712-6964,2023-10-01,inactive,29,705.96,979,debit_card,66.0,,O,premium
205,henry.davis123,customer205@example.com,,,1168 Pine Rd,Chicago,New York,13323.0,,,inactive,21,3486.66,323,credit_card,,,M,
206,diana.prince,customer206@example.com,,,152 Main St,Chicago,New York,52123.0,78606-1374,,inactive,23,1934.63,479,paypal,,,,new
207,John Smith,customer207@example.com,,,3995 Main St,philadelphia,AZ,66131.0,80735-8251,2023-12-22,active,16,4673.76,709,paypal,47.0,,F,premium
208,Grace Lee,customer208@example.com,,,8488 Oak Ave,la,NY,35815.0,,2023-12-13,suspended,30,1809.8,876,paypal,,1979-02-14,,vip
209,Grace Lee,customer209@example.com,555-2234,,2706 Pine Rd,Phoenix,New York,,25131-9618,,pending,20,4571.34,391,,63.0,,M,vip
210,,customer210@example.com,555-6106,,567 Pine Rd,Houston,TX,,,2021-08-24,,31,192.58,313,credit_card,52.0,,F,vip
211,John Smith,customer211@example.com,555-8354,(555) 605-8468,4779 Oak Ave,Houston,New York,45131.0,67228-9951,,inactive,2,1288.0,994,cash,,,O,vip
212,diana.prince,customer212@example.com,,(555) 181-2448,7741 Pine Rd,chicago,PA,59874.0,87871-2961,2020-10-01,suspended,2,102.63,715,cash,,,F,regular
213,John Smith,,555-2557,(555) 888-9563,6643 Second Ave,Los Angeles,AZ,68682.0,10914-9046,2020-12-09,inactive,29,2694.53,377,credit_card,58.0,1966-10-20,O,vip
214,henry.davis123,customer214@example.com,555-7561,,8643 Main St,New York,TX,,15831-5235,2021-08-11,,7,329.53,78,debit_card,70.0,1970-01-17,F,vip
215,Grace Lee,customer215@example.com,,(555) 259-9827,3539 Second Ave,new_york,AZ,,,2020-07-15,,5,42.74,88,,,1963-04-13,M,vip
216,henry.davis123,customer216@example.com,,(555) 387-6271,9889 First St,Phoenix,AZ,74463.0,87610-8006,2021-02-27,,48,524.92,525,credit_card,29.0,,F,regular
217,John Smith,customer217@example.com,,,6602 Oak Ave,NYC,AZ,20978.0,,2022-02-03,active,13,653.99,819,,26.0,1970-11-24,M,vip
218,EVE WHITE,customer218@example.com,,,2002 Second Ave,New York,AZ,,52128-7999,,pending,38,1614.05,873,paypal,58.0,1973-01-20,,
219,diana.prince,customer219@example.com,,(555) 929-7309,7740 Main St,chicago,New York,,,,suspended,43,4504.65,488,credit_card,,1980-07-10,M,regular
220,Charlie Brown,user220@domain.com,555-2380,,1554 First St,Houston,CA,,,2023-06-09,pending,43,4884.34,292,credit_card,,,F,
221,Charlie Brown,customer221@example.com,555-8979,(555) 195-6541,6891 Main St,chicago,AZ,90436.0,,,active,32,1499.23,872,credit_card,46.0,,O,
222,Grace Lee,customer222@example.com,,,304 Oak Ave,NYC,NY,47679.0,35005-2690,,active,18,825.5,456,credit_card,,1995-03-17,F,
223,EVE WHITE,customer223@example.com,,,4638 Main St,Phoenix,CA,82887.0,79801-5884,2020-11-08,,18,893.72,435,paypal,,1971-03-21,,new
224,Grace Lee,customer224@example.com,555-3507,,1837 Pine Rd,new_york,TX,,81877-5517,2022-08-17,active,37,3507.54,696,,,1990-06-21,O,new
225,Charlie Brown,customer225@example.com,,,3204 Oak Ave,chicago,TX,59502.0,17802-8293,2023-06-02,pending,42,4169.74,450,paypal,,,F,premium
226,EVE WHITE,customer226@example.com,,(555) 486-1070,5415 Pine Rd,Chicago,IL,85937.0,68146-3122,2022-05-17,active,26,1820.19,945,cash,57.0,,F,new
227,Bob Wilson,customer227@example.com,,(555) 194-4581,6193 Main St,NYC,AZ,28332.0,,2023-12-11,inactive,22,823.86,943,,40.0,,O,new
228,,user228@domain.com,555-5458,(555) 406-6515,5495 Main St,NYC,IL,11982.0,,2021-10-03,,11,1087.39,16,cash,60.0,1982-08-25,M,premium
229,John Smith,user229@domain.com,555-5501,,9716 Main St,NYC,NY,65871.0,62382-4643,2021-04-01,suspended,43,1019.74,607,debit_card,67.0,,M,vip
230,diana.prince,customer230@example.com,,(555) 531-8243,5823 First St,Phoenix,NY,,90516-2846,2021-09-02,inactive,2,2942.0,795,credit_card,70.0,,,
231,John Smith,customer231@example.com,555-7582,(555) 981-7433,1976 Pine Rd,Los Angeles,PA,75365.0,,2022-11-20,active,48,1427.81,472,,74.0,1984-08-16,M,vip
232,Grace Lee,user232@domain.com,,,4628 Main St,Los Angeles,AZ,36190.0,,,inactive,41,4973.39,667,paypal,,,F,
233,Grace Lee,user233@domain.com,,(555) 309-5450,1761 Main St,Los Angeles,CA,46958.0,,,,19,162.29,159,,32.0,,O,new
234,frank-miller,customer234@example.com,555-1992,(555) 254-3779,3050 Main St,Los Angeles,IL,,15313-1696,2020-10-27,active,4,3254.49,741,debit_card,42.0,1985-10-20,M,new
235,Bob Wilson,customer235@example.com,,,7942 Second Ave,New York,California,57829.0,,2021-08-15,inactive,34,4371.03,498,paypal,28.0,1989-03-14,M,new
236,henry.davis123,customer236@example.com,,(555) 967-6868,8678 Oak Ave,la,PA,56476.0,37073-2808,2023-05-20,pending,33,4035.09,933,cash,18.0,,M,vip
237,,customer237@example.com,,(555) 667-7620,4913 Second Ave,new_york,NY,44802.0,25154-5219,2021-04-24,inactive,46,4727.04,822,credit_card,19.0,,M,premium
238,,user238@domain.com,,,9550 Oak Ave,chicago,New York,79397.0,97180-6923,,,35,3088.68,664,paypal,,,,vip
239,,customer239@example.com,,,1172 Pine Rd,new_york,New York,27550.0,,,suspended,17,3038.16,541,,30.0,1960-01-13,F,regular
240,Bob Wilson,customer240@example.com,555-7173,,4590 Main St,philadelphia,California,11045.0,80438-8084,2021-03-06,pending,17,3642.45,383,,60.0,1996-07-01,F,vip
241,diana.prince,customer241@example.com,555-3927,(555) 185-7057,7450 Main St,Houston,California,32229.0,86851-1456,2020-05-23,pending,4,648.17,361,credit_card,21.0,1999-03-20,F,new
242,,customer242@example.com,555-3514,,3307 Second Ave,Los Angeles,AZ,98374.0,95141-7515,,inactive,48,1113.24,569,,,,M,premium
243,,customer243@example.com,555-2377,,6242 Main St,Chicago,New York,43305.0,16592-2644,,inactive,18,3275.29,561,credit_card,59.0,1965-04-23,,vip
244,jane_doe,user244@domain.com,,,9362 Oak Ave,Los Angeles,NY,32317.0,,2021-01-12,pending,12,2201.01,988,credit_card,45.0,,M,
245,Grace Lee,customer245@example.com,555-2794,,6994 Main St,Houston,NY,82900.0,,2023-10-16,inactive,35,4214.24,314,cash,,1968-11-26,M,new
246,henry.davis123,customer246@example.com,,,2736 First St,New York,NY,25240.0,,2023-05-09,suspended,0,4887.1,824,credit_card,,,F,new
247,diana.prince,,555-1845,(555) 125-9861,3777 First St,New York,California,22213.0,25551-3184,2021-03-14,inactive,37,2594.66,685,,,,M,new
248,John Smith,,,(555) 262-5237,4937 Main St,philadelphia,California,80578.0,72855-9643,2021-06-28,inactive,31,711.48,437,credit_card,21.0,,,premium
249,jane_doe,customer249@example.com,,,7791 Pine Rd,NYC,New York,83899.0,13069-7854,2022-08-21,pending,10,3609.41,843,paypal,,,M,vip
250,jane_doe,customer250@example.com,555-9564,(555) 405-7440,697 Main St,Houston,California,51056.0,58459-5776,2020-12-01,suspended,30,157.79,949,debit_card,,,F,
251,John Smith,customer251@example.com,555-4412,,7380 Pine Rd,la,CA,65530.0,14275-1629,2020-02-09,inactive,18,2473.84,358,credit_card,,1967-06-03,,new
252,EVE WHITE,customer252@example.com,,(555) 251-7343,6179 Second Ave,NYC,IL,92869.0,,2022-09-01,suspended,6,4854.36,790,paypal,46.0,,F,
253,jane_doe,user253@domain.com,,(555) 568-4710,9315 First St,chicago,TX,72320.0,,,active,21,548.1,902,paypal,,,,new
254,EVE WHITE,customer254@example.com,,,1030 Oak Ave,NYC,California,,,2023-05-04,active,27,4478.6,235,paypal,63.0,,,new
255,Charlie Brown,customer255@example.com,555-7793,(555) 518-4324,3554 Second Ave,Houston,IL,,51780-6178,2020-10-05,pending,36,1430.74,224,credit_card,,1960-09-21,,regular
256,jane_doe,,,,357 Main St,Phoenix,NY,,,,suspended,49,569.84,318,debit_card,48.0,,M,vip
257,henry.davis123,customer257@example.com,,,9113 Main St,Houston,NY,,91723-9337,2022-04-18,inactive,47,4643.67,254,cash,66.0,,O,vip
258,EVE WHITE,user258@domain.com,,(555) 853-8516,1081 Second Ave,Houston,California,,,,inactive,20,895.71,327,debit_card,36.0,1984-09-22,M,
259,Bob Wilson,customer259@example.com,,(555) 167-1092,6776 Oak Ave,NYC,PA,69608.0,33448-1390,,active,45,287.5,501,debit_card,34.0,,M,regular
260,EVE WHITE,customer260@example.com,,(555) 727-6206,815 Second Ave,new_york,CA,,,,,49,2907.17,836,debit_card,75.0,,M,
261,,customer261@example.com,555-1364,(555) 432-2632,4811 Main St,NYC,PA,,84243-8394,2021-07-26,suspended,38,1048.73,393,debit_card,59.0,1999-10-12,M,premium
262,diana.prince,,,(555) 829-1984,7938 Main St,philadelphia,New York,88860.0,71187-8667,2021-07-01,active,13,2176.58,303,,71.0,,,regular
263,Charlie Brown,customer263@example.com,,(555) 531-5345,7221 First St,chicago,California,,,2023-12-14,pending,19,2555.93,402,cash,30.0,,O,new
264,Grace Lee,customer264@example.com,,,7796 Second Ave,new_york,IL,54982.0,61412-8499,,active,6,2031.67,612,cash,,1992-12-20,M,new
265,diana.prince,,555-8342,,3975 Main St,Los Angeles,New York,35971.0,,2022-03-22,active,6,3146.61,120,cash,75.0,1964-08-13,F,new
266,Bob Wilson,customer266@example.com,,,5737 Oak Ave,new_york,PA,45776.0,,2022-10-08,suspended,37,1980.23,591,,,1960-02-23,F,new
267,Bob Wilson,customer267@example.com,,,8614 Oak Ave,chicago,IL,79832.0,,2023-06-27,,5,467.77,851,paypal,58.0,1987-06-17,,
268,frank-miller,customer268@example.com,555-8269,,9490 Pine Rd,Los Angeles,NY,86563.0,,2021-02-27,,16,1540.09,102,credit_card,49.0,1970-12-25,M,vip
269,frank-miller,customer269@example.com,555-1570,,1201 Pine Rd,New York,California,27576.0,97157-3131,2023-12-23,inactive,35,4831.72,487,debit_card,,,F,regular
270,diana.prince,customer270@example.com,555-8801,,9493 First St,Los Angeles,TX,53473.0,85910-1750,2023-03-04,,27,489.85,152,paypal,,,M,regular
271,Charlie Brown,customer271@example.com,555-2316,(555) 655-2557,8692 Oak Ave,la,IL,,,2023-12-04,,28,4798.97,184,,39.0,1992-05-25,,
272,John Smith,customer272@example.com,555-5267,,4002 Main St,Phoenix,NY,95357.0,78466-3525,2020-06-06,,28,3880.34,641,,39.0,,,
273,Bob Wilson,customer273@example.com,555-4337,,885 First St,Chicago,CA,40215.0,,,suspended,0,165.02,38,paypal,,,M,premium
274,henry.davis123,user274@domain.com,,(555) 106-2705,1848 Second Ave,new_york,CA,68059.0,66938-3791,2020-05-14,inactive,12,1876.22,377,paypal,43.0,,F,regular
275,Bob Wilson,customer275@example.com,555-6371,,3338 Main St,philadelphia,New York,,84004-5164,2022-07-20,active,15,2582.32,659,cash,,,O,vip
276,henry.davis123,customer276@example.com,555-8960,,7217 Second Ave,NYC,CA,,62375-9946,,pending,13,449.56,722,credit_card,60.0,,,regular
277,diana.prince,customer277@example.com,555-2105,,1237 Pine Rd,New York,NY,77614.0,89927-4612,2020-02-07,inactive,47,2202.51,915,debit_card,59.0,,,
278,EVE WHITE,customer278@example.com,,,1044 First St,Phoenix,IL,91852.0,,,pending,17,4378.89,800,cash,65.0,1979-01-15,F,
279,EVE WHITE,customer279@example.com,555-8460,,5746 First St,la,CA,67371.0,78525-7916,2020-03-04,inactive,45,2907.37,704,credit_card,49.0,1972-12-13,,new
280,Grace Lee,customer280@example.com,,(555) 721-3069,6207 Pine Rd,New York,TX,83699.0,93521-9686,,inactive,28,3273.64,482,cash,,1975-08-15,,
281,jane_doe,customer281@example.com,,,3865 Main St,NYC,California,,80459-6886,2023-08-12,,35,4802.94,753,cash,,,,new
282,,customer282@example.com,555-1115,(555) 766-1141,6987 Oak Ave,Los Angeles,PA,54120.0,,2023-11-09,pending,39,1006.28,13,paypal,,,O,regular
283,John Smith,customer283@example.com,555-3169,,8387 Main St,chicago,PA,97250.0,,2021-09-12,active,23,4765.69,558,cash,,1985-11-04,O,
284,Charlie Brown,user284@domain.com,555-8133,(555) 445-1722,792 Main St,philadelphia,California,43383.0,18543-2016,2023-11-13,active,27,4015.35,878,,39.0,1974-06-24,M,premium
285,frank-miller,user285@domain.com,,,1968 Oak Ave,chicago,CA,,,,inactive,7,4647.42,195,cash,44.0,,F,
286,John Smith,customer286@example.com,,(555) 275-8445,3612 Pine Rd,NYC,AZ,,53124-5834,2021-03-09,active,42,2773.33,525,,42.0,1978-10-23,M,
287,,customer287@example.com,555-6755,(555) 389-8068,6252 Main St,chicago,CA,,88127-9899,2022-09-23,suspended,20,1744.06,983,debit_card,,1960-08-15,M,
288,diana.prince,customer288@example.com,555-7522,(555) 327-6425,3499 Second Ave,Los Angeles,CA,60448.0,83144-2397,2020-08-06,suspended,15,1837.2,889,,,,,premium
289,Grace Lee,customer289@example.com,555-7415,(555) 665-3628,4120 Main St,chicago,IL,,17895-2152,2020-12-04,suspended,17,1541.9,196,paypal,27.0,,F,vip
290,Grace Lee,user290@domain.com,,(555) 403-5282,5182 Pine Rd,new_york,AZ,34629.0,55979-8263,2023-09-03,active,18,4249.46,890,cash,,,,premium
291,diana.prince,customer291@example.com,,,4683 Second Ave,chicago,California,97469.0,84447-6449,,,43,3410.04,967,paypal,52.0,1978-10-24,M,regular
292,,user292@domain.com,,,1378 Second Ave,Chicago,AZ,96980.0,,,inactive,15,4849.01,25,debit_card,49.0,,M,new
293,,customer293@example.com,555-8528,,1065 Main St,Chicago,AZ,,,2022-10-11,suspended,34,3047.06,419,cash,55.0,,F,vip
294,jane_doe,customer294@example.com,555-5379,,4345 Second Ave,philadelphia,New York,80326.0,79487-3840,,inactive,4,1661.89,296,,,,,regular
295,EVE WHITE,customer295@example.com,,(555) 861-4601,6299 Second Ave,Chicago,TX,26476.0,27207-7185,2020-11-14,active,5,3207.19,72,credit_card,23.0,1970-05-22,F,new
296,Grace Lee,customer296@example.com,,(555) 605-7869,7807 Pine Rd,New York,IL,29636.0,44826-9971,2020-10-14,suspended,43,3083.25,351,debit_card,,,,new
297,jane_doe,user297@domain.com,,,6731 Main St,Houston,AZ,99582.0,39800-9521,2023-01-17,inactive,4,3026.96,87,,22.0,,,regular
298,jane_doe,user298@domain.com,,(555) 787-4326,108 Main St,New York,IL,,44146-5983,2021-10-25,,18,1614.3,641,,70.0,,,vip
299,jane_doe,customer299@example.com,555-1957,(555) 205-2058,3249 Second Ave,Los Angeles,AZ,40380.0,,2023-11-18,active,9,3384.91,938,debit_card,,,,vip
300,EVE WHITE,customer300@example.com,,(555) 462-3884,5156 Oak Ave,chicago,CA,25241.0,64551-3070,,suspended,43,4876.86,52,,,,M,premium
301,diana.prince,customer301@example.com,555-2022,,99 Second Ave,new_york,AZ,84639.0,43437-6686,2022-10-09,pending,47,1536.19,37,debit_card,40.0,,M,new
302,henry.davis123,customer302@example.com,,(555) 992-8698,5547 Oak Ave,Chicago,AZ,,51800-5477,2020-12-20,pending,16,4255.54,264,,,,O,vip
303,jane_doe,user303@domain.com,,(555) 939-6982,4160 Oak Ave,philadelphia,TX,28437.0,84187-2200,,suspended,32,2240.02,512,credit_card,62.0,,O,
304,Bob Wilson,customer304@example.com,555-7702,(555) 337-8960,4899 Second Ave,New York,NY,17723.0,63442-9764,2021-01-24,,16,1300.05,171,credit_card,,,,new
305,John Smith,customer305@example.com,555-5755,,2040 Main St,NYC,IL,95542.0,47225-1965,2023-09-10,active,8,785.18,331,credit_card,49.0,,,
306,diana.prince,user306@domain.com,,(555) 835-7446,7370 First St,Chicago,PA,44106.0,,2021-10-25,,48,1806.39,724,,,1986-08-19,F,vip
307,Bob Wilson,customer307@example.com,,,5391 Oak Ave,philadelphia,CA,,82099-8036,,active,23,340.47,987,debit_card,,,,premium
308,Bob Wilson,user308@domain.com,555-5695,,2556 Oak Ave,chicago,CA,93896.0,,2023-10-04,,46,799.06,660,debit_card,38.0,1983-04-20,M,new
309,frank-miller,,,(555) 193-7979,4209 Oak Ave,chicago,IL,62014.0,28926-6791,2020-06-13,suspended,39,4876.21,887,cash,36.0,,F,
310,henry.davis123,,555-1637,,1729 Oak Ave,Phoenix,TX,,32228-2731,2023-06-11,suspended,7,231.86,615,,57.0,,O,regular
311,henry.davis123,customer311@example.com,,(555) 180-1562,6234 Oak Ave,NYC,AZ,52387.0,,2022-01-02,active,45,1482.92,305,credit_card,24.0,,M,vip
312,frank-miller,customer312@example.com,,,775 First St,Phoenix,California,96950.0,20485-7475,,,27,3832.68,538,debit_card,,,F,regular
313,Bob Wilson,customer313@example.com,,,2586 First St,chicago,TX,,,2022-04-08,inactive,2,4446.97,909,credit_card,31.0,1987-12-13,O,premium
314,,customer314@example.com,,,3636 Pine Rd,NYC,PA,99690.0,69639-6588,2020-09-08,inactive,12,435.62,514,cash,,1990-04-19,M,
315,diana.prince,customer315@example.com,555-9137,,5935 Second Ave,new_york,California,90075.0,50095-9930,2023-11-03,active,23,4899.99,579,cash,,,O,
316,frank-miller,customer316@example.com,,(555) 705-5593,3241 Pine Rd,philadelphia,New York,79984.0,,2023-02-02,pending,6,1414.5,148,debit_card,66.0,,,
317,EVE WHITE,customer317@example.com,,,2672 Second Ave,NYC,California,68423.0,32154-7880,,inactive,3,961.36,318,paypal,68.0,,M,
318,frank-miller,user318@domain.com,,,8289 First St,Phoenix,CA,58594.0,36922-8413,2022-07-18,,20,571.28,481,paypal,,,F,vip
319,Grace Lee,customer319@example.com,555-2199,(555) 903-9145,9931 Main St,Phoenix,AZ,34884.0,,2022-05-09,active,41,3062.06,746,cash,58.0,1964-07-15,M,regular
320,John Smith,customer320@example.com,555-4902,,279 Oak Ave,chicago,AZ,78393.0,97049-2862,2022-07-13,inactive,5,2965.51,382,paypal,,,F,vip
321,henry.davis123,customer321@example.com,,,5403 Pine Rd,Houston,PA,52999.0,14617-7630,2020-03-23,,30,2918.43,472,,19.0,,,premium
322,jane_doe,customer322@example.com,,(555) 890-5633,7756 Second Ave,chicago,California,19746.0,68192-4405,2021-07-02,pending,6,2129.58,273,cash,73.0,,M,
323,diana.prince,customer323@example.com,,(555) 539-7694,5539 Pine Rd,New York,CA,15055.0,59783-7766,2022-03-26,inactive,18,2249.32,65,cash,,,M,vip
324,diana.prince,customer324@example.com,,,7140 Pine Rd,Phoenix,NY,,32242-9553,,inactive,43,640.39,590,,67.0,,O,vip
325,Charlie Brown,user325@domain.com,555-3800,,314 Main St,la,New York,60722.0,,,pending,27,2648.01,253,,49.0,,,
326,EVE WHITE,user326@domain.com,,(555) 468-5445,9076 Oak Ave,Chicago,NY,35656.0,28437-2521,2023-03-22,inactive,9,2917.15,148,credit_card,59.0,1964-01-16,O,premium
327,frank-miller,customer327@example.com,,(555) 315-1158,8224 Second Ave,Los Angeles,California,31279.0,,2022-03-11,active,6,262.27,714,paypal,34.0,,O,premium
328,Bob Wilson,customer328@example.com,,,6183 Main St,New York,IL,,,,inactive,6,560.54,947,credit_card,59.0,,F,
329,Bob Wilson,customer329@example.com,,,2880 Oak Ave,Chicago,AZ,,96108-4867,,pending,22,4217.16,944,credit_card,,,M,new
330,jane_doe,,,,9369 First St,NYC,TX,61168.0,92615-7232,,suspended,10,4908.38,459,credit_card,66.0,,F,vip
331,diana.prince,customer331@example.com,,(555) 199-8030,9246 First St,NYC,PA,24210.0,86641-3670,2023-12-02,inactive,8,3535.8,833,paypal,75.0,,F,premium
332,jane_doe,,,,1842 Oak Ave,NYC,CA,59057.0,29248-7778,,active,2,1624.63,290,credit_card,34.0,,O,vip
333,Bob Wilson,customer333@example.com,,,5867 Pine Rd,Chicago,PA,,34652-7860,2021-10-14,active,45,1006.11,710,,,1979-01-01,,vip
334,John Smith,customer334@example.com,,,8779 First St,Houston,AZ,75128.0,92301-1455,2021-07-16,active,34,4069.01,278,debit_card,41.0,1975-11-19,M,regular
335,Grace Lee,customer335@example.com,,,2916 Pine Rd,NYC,IL,,,,inactive,46,1688.81,664,cash,61.0,1967-12-22,O,new
336,frank-miller,customer336@example.com,,,4455 Main St,Chicago,AZ,,38303-3139,,active,18,4149.24,500,paypal,,1984-01-17,F,regular
337,Grace Lee,customer337@example.com,555-8636,,5005 Second Ave,new_york,AZ,69746.0,13158-1500,,,7,4256.66,288,paypal,27.0,,,premium
338,frank-miller,customer338@example.com,555-9134,(555) 737-3621,21 Main St,New York,CA,48251.0,,2023-09-09,inactive,7,3078.38,16,debit_card,,1978-07-23,M,new
339,Grace Lee,customer339@example.com,,,9964 Pine Rd,new_york,AZ,,13471-7043,2021-06-24,inactive,16,2669.61,645,credit_card,50.0,1967-02-18,F,new
340,jane_doe,user340@domain.com,,(555) 786-5468,1261 Main St,NYC,PA,64558.0,34057-4371,2023-12-09,suspended,35,3187.22,719,debit_card,,,M,vip
341,diana.prince,customer341@example.com,,,5517 Pine Rd,New York,TX,49400.0,32532-6799,2023-11-23,pending,1,2410.06,713,cash,,1971-02-06,M,
342,jane_doe,customer342@example.com,555-7731,,6710 Main St,Phoenix,IL,15320.0,,2021-06-23,pending,30,1619.56,297,,73.0,,,vip
343,John Smith,,555-6421,(555) 106-2655,6131 Main St,New York,New York,88890.0,,2022-03-05,active,32,2005.06,801,credit_card,46.0,,M,vip
344,Grace Lee,customer344@example.com,555-2394,(555) 593-9412,4890 Main St,Los Angeles,NY,,,2021-04-02,pending,11,4802.22,991,,,1997-11-14,F,new
345,,customer345@example.com,555-1693,(555) 300-8316,2644 Oak Ave,chicago,New York,,,,active,25,474.7,893,debit_card,,1982-11-03,,regular
346,Grace Lee,customer346@example.com,555-6204,(555) 148-8142,7977 Oak Ave,New York,California,,31629-5027,2020-08-25,pending,46,1989.12,55,debit_card,,,F,vip
347,Bob Wilson,customer347@example.com,,(555) 941-9670,5406 Second Ave,philadelphia,California,28752.0,82283-6799,2022-05-14,,6,4556.76,351,paypal,20.0,1983-04-10,O,vip
348,,customer348@example.com,,(555) 142-4854,1819 Oak Ave,philadelphia,AZ,26193.0,52242-9048,2020-08-25,active,20,1162.68,149,debit_card,,1983-04-12,F,
349,jane_doe,customer349@example.com,,,3260 Oak Ave,chicago,IL,66239.0,90318-5387,2023-01-18,inactive,3,2262.74,947,cash,,,M,premium
350,Bob Wilson,customer350@example.com,555-4791,,4950 Main St,la,TX,,21146-4558,2022-06-02,pending,4,4840.48,840,credit_card,70.0,,,new
351,frank-miller,user351@domain.com,,,3141 Main St,new_york,AZ,35540.0,,2020-07-07,suspended,40,393.75,858,debit_card,37.0,,F,regular
352,frank-miller,customer352@example.com,555-1387,,4936 First St,philadelphia,PA,,78244-4350,2022-10-12,inactive,22,1098.42,860,credit_card,,,M,premium
353,John Smith,,555-1008,(555) 182-7899,8207 Second Ave,Los Angeles,PA,56212.0,,2020-05-08,active,25,2920.86,146,,,,F,new
354,Bob Wilson,customer354@example.com,555-8180,(555) 722-4610,9962 Oak Ave,Los Angeles,NY,35847.0,71447-4440,2021-02-13,suspended,27,3753.89,922,debit_card,18.0,,,new
355,diana.prince,user355@domain.com,555-8901,,6815 Main St,Houston,New York,24472.0,10618-5568,,suspended,12,1739.35,973,debit_card,,1962-04-23,F,new
356,,customer356@example.com,,(555) 635-9716,9758 Main St,NYC,AZ,93149.0,,2023-10-02,pending,1,382.12,950,cash,29.0,,M,vip
357,EVE WHITE,customer357@example.com,,,1689 Pine Rd,chicago,NY,20524.0,,2023-03-24,inactive,1,315.93,858,cash,38.0,,F,vip
358,Grace Lee,customer358@example.com,555-8984,,9086 Second Ave,new_york,California,60767.0,,2020-08-01,active,42,2400.22,681,paypal,46.0,1978-08-25,M,new
359,henry.davis123,customer359@example.com,555-3218,,500 Main St,Los Angeles,CA,,,2022-04-12,active,45,4735.04,38,debit_card,64.0,1998-06-10,O,regular
