order_id,cust_id,order_date,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,payment_method,shipping_address,notes,tracking_number
ORD_00164,CUST_0421,22-07-2023,PROD_137,49,2,4,109.05,351.82,671.55,233.3,9.64,27.8,0.0,returned,debit_card,5136 Main St,,
ORD_00165,CUST_0457,07-06-2023,PROD_130,132,2,3,61.82,169.33,238.11,683.9,17.72,19.21,20.31,returned,debit_card,2131 Main St,,TRK683649
ORD_00166,CUST_0350,26-04-2023,PROD_071,36,8,1,131.83,350.76,409.15,490.13,5.44,48.36,33.0,shipped,debit_card,7078 Main St,,TRK948916
ORD_00167,CUST_0149,,PROD_107,131,7,4,230.02,346.17,340.09,817.95,0.0,6.7,0.0,shipped,paypal,8144 Oak Ave,Special delivery instructions,
ORD_00168,CUST_0479,16-05-2023,PROD_141,67,7,3,468.98,256.92,811.84,349.65,0.0,13.7,0.0,processing,cash,4015 Pine Rd,,
ORD_00169,CUST_0428,24-01-2023,PROD_193,180,2,5,363.82,403.4,591.0,613.23,0.0,15.8,0.0,shipped,cash,65 Pine Rd,Special delivery instructions,
ORD_00170,CUST_0418,23-10-2023,PROD_138,146,3,4,288.2,379.51,416.15,79.3,10.29,32.21,0.0,returned,paypal,8335 Oak Ave,,TRK188699
ORD_00171,CUST_0091,15-07-2023,PROD_129,119,7,4,309.76,396.45,106.3,645.13,6.07,10.45,0.0,delivered,credit_card,628 Pine Rd,,
ORD_00172,CUST_0008,12-11-2023,PROD_175,170,9,4,21.23,258.78,594.6,214.26,15.28,9.26,0.0,processing,bank_transfer,5710 Pine Rd,Special delivery instructions,
ORD_00173,CUST_0254,13-03-2023,PROD_154,53,5,2,71.52,226.04,541.69,632.61,16.65,49.22,0.0,delivered,cash,9221 Main St,,
ORD_00174,CUST_0423,01-01-2023,PROD_199,58,6,2,254.7,231.88,596.95,615.94,0.0,5.1,10.07,pending,paypal,8885 Pine Rd,,
ORD_00175,CUST_0456,04-11-2023,PROD_030,190,8,3,129.56,60.89,377.24,524.38,9.17,29.07,0.0,delivered,bank_transfer,6917 Oak Ave,,TRK856513
ORD_00176,CUST_0343,09-11-2023,PROD_135,24,2,1,273.28,172.19,476.56,220.23,14.52,34.04,25.63,cancelled,credit_card,5035 Oak Ave,,
ORD_00177,CUST_0349,14-11-2023,PROD_027,149,1,2,419.86,230.17,104.83,216.07,9.71,3.05,0.0,shipped,debit_card,5421 Main St,Special delivery instructions,TRK891764
ORD_00178,CUST_0116,19-09-2023,PROD_146,69,5,4,182.63,346.46,142.87,655.68,0.0,12.08,0.0,cancelled,bank_transfer,8905 Pine Rd,,TRK962796
ORD_00179,CUST_0105,25-04-2023,PROD_049,30,1,1,257.44,338.44,450.53,300.95,0.0,22.4,24.15,pending,bank_transfer,3124 Oak Ave,,TRK940685
ORD_00180,CUST_0338,28-08-2023,PROD_052,16,6,5,29.51,354.31,682.03,369.79,23.28,48.29,47.36,pending,paypal,2154 Pine Rd,,
ORD_00181,CUST_0276,07-03-2023,PROD_197,18,2,1,212.27,68.25,401.31,220.48,6.35,11.03,13.98,pending,credit_card,3495 Pine Rd,,
ORD_00182,CUST_0322,10-05-2023,PROD_060,37,9,2,497.3,77.14,91.02,86.14,9.52,33.56,0.0,cancelled,cash,3595 Pine Rd,,TRK982535
ORD_00183,CUST_0022,22-10-2023,PROD_148,46,4,4,421.85,20.92,468.91,492.21,21.59,14.27,0.0,pending,paypal,2926 Oak Ave,Special delivery instructions,TRK337334
ORD_00184,CUST_0079,19-03-2023,PROD_010,36,8,2,14.5,304.29,299.43,144.82,24.87,30.06,0.0,processing,paypal,7602 Oak Ave,,TRK806495
ORD_00185,CUST_0188,15-03-2023,PROD_115,80,3,3,331.62,116.04,321.6,471.12,10.58,26.57,0.0,delivered,debit_card,6706 Main St,,TRK809239
ORD_00186,CUST_0240,16-01-2023,PROD_122,113,1,4,334.74,321.35,521.81,823.35,16.14,21.56,0.0,returned,bank_transfer,439 Oak Ave,Special delivery instructions,
ORD_00187,CUST_0251,,PROD_101,134,4,2,402.81,132.41,436.22,416.36,6.24,28.46,42.14,shipped,cash,7227 Pine Rd,,
ORD_00188,CUST_0025,18-11-2023,PROD_075,61,2,3,164.4,50.64,768.33,498.94,19.96,33.93,0.0,returned,paypal,1038 Oak Ave,,
ORD_00189,CUST_0258,,PROD_002,150,3,5,167.15,18.89,718.91,788.63,13.56,13.45,0.0,,cash,893 Oak Ave,Special delivery instructions,TRK165231
ORD_00190,CUST_0223,08-06-2023,PROD_118,165,3,5,404.47,153.64,319.31,433.37,14.94,4.87,12.59,returned,debit_card,9750 Pine Rd,,TRK916246
ORD_00191,CUST_0300,22-06-2023,PROD_183,100,10,4,145.9,119.85,629.63,349.59,0.0,48.24,0.0,delivered,debit_card,4974 Main St,,TRK812028
ORD_00192,CUST_0019,12-05-2023,PROD_179,64,1,1,502.23,326.85,1004.14,305.06,9.14,40.8,32.24,delivered,paypal,4876 Oak Ave,,TRK984280
ORD_00193,CUST_0156,,PROD_112,135,7,2,494.02,355.66,575.18,306.06,0.0,17.26,15.05,shipped,paypal,2548 Pine Rd,,TRK708003
ORD_00194,CUST_0138,18-10-2023,PROD_169,195,3,3,217.17,152.2,820.94,600.29,17.4,7.57,0.0,pending,credit_card,1726 Main St,,TRK468991
ORD_00195,CUST_0359,23-05-2023,PROD_062,25,7,1,36.59,387.87,672.84,211.38,17.03,10.03,0.0,cancelled,credit_card,7308 Pine Rd,,
ORD_00196,CUST_0254,23-06-2023,PROD_050,60,10,3,341.67,152.93,342.53,511.6,5.76,36.86,0.0,pending,debit_card,6024 Oak Ave,,
ORD_00197,CUST_0111,12-12-2023,PROD_013,150,1,4,194.17,412.03,71.37,340.13,14.06,22.74,0.0,delivered,debit_card,1629 Main St,,TRK245024
ORD_00198,CUST_0375,26-01-2023,PROD_169,126,7,1,437.56,310.49,622.71,430.87,0.0,27.93,0.0,pending,bank_transfer,8458 Oak Ave,,
ORD_00199,CUST_0322,25-10-2023,PROD_173,178,4,2,152.14,381.5,86.89,271.61,10.93,42.13,0.0,returned,cash,2176 Pine Rd,Special delivery instructions,
ORD_00200,CUST_0474,26-10-2023,PROD_181,151,3,3,349.61,96.72,290.48,570.67,17.91,25.75,0.0,delivered,paypal,6001 Pine Rd,,
ORD_00201,CUST_0354,13-02-2023,PROD_173,79,1,4,353.23,147.22,825.31,129.14,0.0,21.67,0.0,delivered,credit_card,5140 Pine Rd,,
ORD_00202,CUST_0138,28-05-2023,PROD_057,92,8,3,400.2,118.94,593.38,471.83,9.22,40.78,0.0,returned,credit_card,7646 Pine Rd,,TRK196969
ORD_00203,CUST_0268,19-07-2023,PROD_187,12,8,3,186.2,338.28,456.28,505.51,8.0,3.37,0.0,processing,paypal,2632 Oak Ave,Special delivery instructions,
ORD_00204,CUST_0372,08-02-2023,PROD_134,96,6,4,429.04,145.45,156.41,560.73,17.45,23.88,16.53,shipped,credit_card,2988 Pine Rd,Special delivery instructions,TRK481315
ORD_00205,CUST_0480,14-10-2023,PROD_003,31,6,3,371.61,411.91,706.31,212.33,23.33,49.59,0.0,pending,bank_transfer,6933 Main St,,TRK135302
ORD_00206,CUST_0168,15-05-2023,PROD_172,68,2,5,212.47,89.84,66.22,710.66,16.63,47.16,46.88,cancelled,paypal,9934 Oak Ave,,TRK543751
ORD_00207,CUST_0027,17-02-2023,PROD_074,24,7,5,458.54,193.54,775.73,205.19,8.84,46.43,43.13,returned,debit_card,6798 Main St,,TRK616573
ORD_00208,CUST_0295,18-07-2023,PROD_069,120,9,2,326.4,352.21,830.28,450.93,0.0,20.25,0.0,processing,paypal,8994 Oak Ave,,TRK959853
ORD_00209,CUST_0105,05-09-2023,PROD_071,200,8,2,185.98,292.97,482.58,832.59,16.97,37.65,0.0,pending,paypal,4759 Oak Ave,,TRK121121
ORD_00210,CUST_0318,09-09-2023,PROD_169,114,10,2,415.99,51.78,250.02,690.66,16.96,44.37,37.94,returned,cash,2814 Oak Ave,,TRK384980
ORD_00211,CUST_0481,23-04-2023,PROD_166,195,9,3,35.1,68.87,158.63,428.89,21.97,25.76,0.0,delivered,debit_card,7337 Pine Rd,,
ORD_00212,CUST_0388,17-08-2023,PROD_083,140,4,3,71.68,249.37,258.72,551.87,10.12,34.5,0.0,pending,paypal,6420 Oak Ave,,
ORD_00213,CUST_0286,13-12-2023,PROD_069,121,1,2,496.4,242.52,695.08,734.53,5.97,9.01,2.66,cancelled,bank_transfer,667 Pine Rd,,TRK559130
ORD_00214,CUST_0316,,PROD_107,43,2,1,390.51,407.49,679.91,530.98,17.69,33.87,0.23,returned,credit_card,7081 Pine Rd,,TRK851387
ORD_00215,CUST_0290,09-02-2023,PROD_055,146,8,2,273.64,176.21,346.62,814.04,22.06,48.47,0.0,cancelled,paypal,8611 Main St,,
ORD_00216,CUST_0280,08-06-2023,PROD_188,167,5,2,126.86,141.04,128.37,665.36,6.11,16.18,0.0,delivered,bank_transfer,8726 Oak Ave,,
ORD_00217,CUST_0110,18-10-2023,PROD_038,64,3,2,467.47,185.8,732.16,616.08,0.0,25.97,0.0,processing,credit_card,9231 Pine Rd,,
ORD_00218,CUST_0159,09-02-2023,PROD_088,110,7,3,489.69,376.37,119.27,635.63,0.0,4.89,0.0,pending,paypal,845 Main St,,TRK312815
ORD_00219,CUST_0192,15-11-2023,PROD_042,53,3,4,357.36,256.16,843.54,498.81,21.98,25.46,39.58,returned,bank_transfer,2150 Main St,,
ORD_00220,CUST_0483,12-04-2023,PROD_091,119,10,5,293.75,241.52,378.83,108.99,0.0,26.98,0.0,processing,debit_card,5625 Pine Rd,,TRK508532
ORD_00221,CUST_0429,12-06-2023,PROD_008,178,4,1,235.91,303.85,193.67,585.91,0.0,14.3,0.0,delivered,credit_card,942 Pine Rd,,TRK766779
ORD_00222,CUST_0294,12-07-2023,PROD_167,90,8,1,334.52,251.42,558.4,552.51,18.11,9.38,0.0,processing,debit_card,1384 Oak Ave,,TRK130565
ORD_00223,CUST_0145,03-08-2023,PROD_177,64,2,2,105.22,388.55,347.34,448.1,12.85,26.24,0.0,cancelled,credit_card,5087 Main St,Special delivery instructions,
ORD_00224,CUST_0252,,PROD_182,104,6,1,238.24,23.27,1045.19,603.42,17.91,46.2,8.51,cancelled,cash,5898 Main St,,TRK981030
ORD_00225,CUST_0061,14-12-2023,PROD_087,38,6,5,70.58,70.0,967.22,422.1,0.0,12.71,0.0,processing,debit_card,3078 Main St,,
ORD_00226,CUST_0197,25-08-2023,PROD_168,175,9,5,104.72,355.12,816.17,173.25,14.15,27.92,0.0,shipped,credit_card,4996 Oak Ave,,
ORD_00227,CUST_0172,21-04-2023,PROD_017,99,9,3,361.48,325.05,920.73,183.68,12.87,7.5,0.0,delivered,cash,6431 Oak Ave,,TRK552449
ORD_00228,CUST_0155,30-04-2023,PROD_055,181,2,1,505.96,313.46,936.89,773.09,8.63,5.46,0.0,cancelled,bank_transfer,7423 Main St,Special delivery instructions,TRK967458
ORD_00229,CUST_0274,17-08-2023,PROD_049,82,6,3,206.44,86.8,270.16,482.09,10.44,21.21,0.0,processing,bank_transfer,8146 Oak Ave,,
ORD_00230,CUST_0406,17-05-2023,PROD_093,148,7,2,217.14,246.72,807.0,419.75,0.0,45.01,20.55,pending,paypal,6216 Main St,,TRK979755
ORD_00231,CUST_0166,02-08-2023,PROD_050,65,2,1,312.07,286.63,841.33,303.86,7.87,26.24,28.12,pending,paypal,4029 Pine Rd,,TRK884926
ORD_00232,CUST_0309,12-12-2023,PROD_098,122,2,3,206.22,357.76,473.2,98.64,0.0,26.48,0.0,processing,bank_transfer,4640 Main St,,
ORD_00233,CUST_0474,17-08-2023,PROD_062,185,1,2,484.67,294.96,288.01,559.62,18.54,34.5,17.93,cancelled,bank_transfer,310 Pine Rd,,TRK672640
ORD_00234,CUST_0439,04-06-2023,PROD_041,77,10,1,370.37,274.86,992.46,570.11,0.0,15.2,0.0,pending,credit_card,2034 Pine Rd,Special delivery instructions,
ORD_00235,CUST_0326,08-03-2023,PROD_063,4,9,1,109.95,254.95,537.1,560.94,19.68,21.87,0.0,,debit_card,4002 Pine Rd,,TRK365170
ORD_00236,CUST_0462,13-12-2023,PROD_199,170,10,2,266.61,49.79,900.22,801.42,0.0,39.16,6.83,returned,cash,2360 Pine Rd,,TRK296952
ORD_00237,CUST_0359,23-12-2023,PROD_058,94,7,2,442.55,272.8,669.04,768.65,6.18,39.4,0.0,cancelled,cash,8820 Oak Ave,,TRK834235
ORD_00238,CUST_0293,07-11-2023,PROD_086,126,4,1,246.21,297.23,621.6,442.13,20.69,24.88,0.0,cancelled,paypal,191 Main St,Special delivery instructions,TRK986958
ORD_00239,CUST_0454,09-11-2023,PROD_014,41,1,5,83.11,74.37,756.2,752.17,14.96,48.97,20.46,delivered,cash,2594 Oak Ave,Special delivery instructions,
ORD_00240,CUST_0447,26-07-2023,PROD_025,115,8,2,454.13,290.83,760.53,286.25,6.3,28.81,35.87,returned,cash,9059 Main St,,
ORD_00241,CUST_0186,03-12-2023,PROD_069,142,1,5,225.37,161.04,482.9,206.63,13.89,51.56,0.0,processing,credit_card,7683 Pine Rd,,TRK812753
ORD_00242,CUST_0366,06-03-2023,PROD_155,200,10,1,278.45,83.12,817.71,230.25,0.0,45.72,0.0,pending,bank_transfer,4222 Pine Rd,,
ORD_00243,CUST_0145,06-06-2023,PROD_116,11,6,5,260.5,34.35,827.75,599.56,10.11,46.53,0.0,processing,bank_transfer,654 Pine Rd,,TRK233787
ORD_00244,CUST_0414,,PROD_021,124,10,5,359.59,325.26,1033.03,234.48,19.83,5.65,26.19,pending,cash,6962 Pine Rd,,
ORD_00245,CUST_0289,27-05-2023,PROD_168,2,10,4,281.04,282.14,552.87,207.1,0.0,38.24,0.0,processing,paypal,9364 Oak Ave,,TRK611496
ORD_00246,CUST_0284,09-02-2023,PROD_054,162,9,5,133.98,269.48,655.18,205.01,8.94,24.35,18.93,delivered,credit_card,6845 Pine Rd,,
ORD_00247,CUST_0012,,PROD_090,44,9,3,451.37,16.41,450.43,256.65,0.0,31.88,0.0,cancelled,cash,6254 Pine Rd,,TRK235190
ORD_00248,CUST_0179,,PROD_155,182,6,4,129.29,15.11,983.69,625.02,0.0,17.67,0.0,pending,credit_card,9198 Oak Ave,Special delivery instructions,
ORD_00249,CUST_0254,09-11-2023,PROD_068,89,7,2,205.56,368.39,495.06,443.01,10.48,20.19,0.0,delivered,paypal,4177 Oak Ave,Special delivery instructions,TRK521208
ORD_00250,CUST_0490,15-05-2023,PROD_038,138,5,1,504.15,345.56,56.98,636.72,9.16,26.17,0.0,processing,credit_card,6346 Pine Rd,,TRK536725
ORD_00251,CUST_0159,18-09-2023,PROD_028,21,5,2,14.27,348.8,344.62,40.67,6.55,33.21,43.38,pending,paypal,2326 Main St,,TRK154139
ORD_00252,CUST_0194,04-10-2023,PROD_082,70,5,3,132.74,333.21,963.81,653.05,9.56,12.52,0.0,shipped,debit_card,3525 Main St,Special delivery instructions,TRK537091
ORD_00253,CUST_0288,23-12-2023,PROD_172,2,1,5,322.99,352.27,814.21,692.09,0.0,6.14,0.0,shipped,credit_card,6263 Main St,,TRK154885
ORD_00254,CUST_0113,15-03-2023,PROD_021,47,8,3,225.63,152.4,750.01,206.66,13.79,2.25,29.07,returned,credit_card,7083 Oak Ave,,TRK445860
ORD_00255,CUST_0344,,PROD_048,171,2,5,449.07,390.79,264.87,339.14,6.21,10.22,0.0,delivered,cash,3977 Pine Rd,,
ORD_00256,CUST_0148,19-04-2023,PROD_193,176,6,3,436.81,388.0,400.18,540.1,0.0,33.13,0.0,shipped,paypal,6464 Oak Ave,,
ORD_00257,CUST_0421,16-09-2023,PROD_141,196,3,4,389.26,36.95,549.71,361.46,11.56,31.4,0.0,cancelled,bank_transfer,7107 Oak Ave,,
ORD_00258,CUST_0384,24-07-2023,PROD_078,66,5,2,324.76,278.54,307.27,771.16,0.0,14.91,0.0,returned,bank_transfer,2386 Oak Ave,,
ORD_00259,CUST_0276,20-10-2023,PROD_078,128,4,1,310.5,29.34,738.32,654.32,11.11,26.24,0.0,shipped,credit_card,5650 Pine Rd,,TRK263325
ORD_00260,CUST_0436,16-08-2023,PROD_192,99,9,2,100.74,137.85,309.28,621.16,0.0,5.75,0.71,returned,debit_card,1996 Main St,,TRK724243
ORD_00261,CUST_0394,05-04-2023,PROD_014,35,2,4,216.37,119.96,704.6,97.54,6.38,8.71,11.27,returned,debit_card,9703 Main St,,TRK689768
ORD_00262,CUST_0134,27-03-2023,PROD_195,21,10,2,389.9,350.45,208.07,167.55,19.97,19.7,10.15,pending,debit_card,8912 Main St,,
ORD_00263,CUST_0355,12-01-2023,PROD_066,71,5,2,429.13,374.85,418.13,497.44,13.98,50.03,0.0,processing,bank_transfer,5078 Main St,,
ORD_00264,CUST_0410,19-02-2023,PROD_076,25,1,5,172.99,32.84,925.04,65.26,0.0,34.63,0.0,pending,paypal,2171 Main St,Special delivery instructions,TRK386268
ORD_00265,CUST_0444,13-01-2023,PROD_139,165,1,4,388.88,215.48,724.47,539.62,19.7,27.57,21.53,pending,bank_transfer,3238 Oak Ave,Special delivery instructions,TRK595541
ORD_00266,CUST_0426,22-08-2023,PROD_195,6,7,2,95.98,95.75,185.04,361.69,13.75,6.97,0.0,,paypal,2911 Oak Ave,,
ORD_00267,CUST_0301,,PROD_105,198,8,1,372.27,122.28,393.9,622.38,21.94,46.01,0.0,processing,credit_card,2607 Main St,,
ORD_00268,CUST_0193,26-04-2023,PROD_041,30,8,2,266.18,412.84,1047.22,194.6,17.06,51.66,0.0,pending,bank_transfer,4401 Main St,Special delivery instructions,TRK552587
ORD_00269,CUST_0341,13-11-2023,PROD_166,101,8,4,462.11,397.71,692.88,646.63,0.0,18.06,0.0,pending,cash,2167 Pine Rd,Special delivery instructions,TRK578498
ORD_00270,CUST_0043,06-07-2023,PROD_183,139,3,4,227.28,297.51,880.57,539.28,0.0,22.09,47.99,cancelled,paypal,520 Pine Rd,,TRK969299
ORD_00271,CUST_0494,10-01-2023,PROD_016,9,9,3,389.28,383.47,75.25,316.87,0.0,3.56,0.0,processing,credit_card,4841 Main St,,
ORD_00272,CUST_0138,27-04-2023,PROD_166,175,4,4,294.12,263.73,255.65,293.99,0.0,13.77,0.0,shipped,credit_card,1466 Oak Ave,,
ORD_00273,CUST_0155,13-04-2023,PROD_078,27,9,5,292.83,158.35,799.49,243.98,15.01,5.85,0.0,processing,paypal,4305 Main St,,
ORD_00274,CUST_0406,16-05-2023,PROD_116,1,6,5,53.83,282.34,503.59,186.25,21.07,23.57,15.6,pending,paypal,478 Oak Ave,,
ORD_00275,CUST_0185,14-06-2023,PROD_079,191,9,5,164.92,234.13,489.77,420.2,15.78,31.12,0.0,shipped,paypal,5393 Oak Ave,,TRK167373
ORD_00276,CUST_0389,21-08-2023,PROD_125,139,7,1,59.71,109.58,302.67,409.27,15.34,8.24,0.0,pending,cash,6021 Pine Rd,Special delivery instructions,TRK985337
ORD_00277,CUST_0022,07-05-2023,PROD_117,86,4,1,428.09,238.77,1041.39,701.02,23.13,51.62,2.47,shipped,credit_card,340 Pine Rd,,TRK526200
ORD_00278,CUST_0337,24-06-2023,PROD_067,50,2,1,36.64,122.38,758.84,316.74,6.3,5.07,23.13,returned,bank_transfer,5709 Pine Rd,,
ORD_00279,CUST_0402,26-01-2023,PROD_144,189,4,4,435.79,306.55,788.4,605.07,7.25,6.33,0.0,delivered,debit_card,2954 Pine Rd,,TRK847245
ORD_00280,CUST_0437,26-06-2023,PROD_095,71,5,4,227.4,64.6,451.12,478.03,13.56,30.98,0.0,processing,credit_card,4974 Pine Rd,,
ORD_00281,CUST_0115,26-03-2023,PROD_004,102,5,5,210.35,142.27,726.25,290.55,9.87,29.54,0.0,returned,debit_card,8800 Oak Ave,,TRK247328
ORD_00282,CUST_0309,24-12-2023,PROD_128,41,8,5,314.96,183.24,834.28,769.21,23.1,49.74,0.0,returned,paypal,5006 Oak Ave,,
ORD_00283,CUST_0192,11-12-2023,PROD_129,111,9,1,479.99,30.74,132.82,316.72,0.0,36.2,0.0,processing,paypal,4921 Oak Ave,,TRK391625
ORD_00284,CUST_0271,21-06-2023,PROD_158,162,7,5,463.53,366.4,205.79,354.64,13.12,18.81,2.18,pending,debit_card,32 Main St,,TRK718949
ORD_00285,CUST_0288,14-07-2023,PROD_027,37,6,5,312.86,358.27,914.79,398.35,18.76,12.0,25.86,cancelled,paypal,887 Oak Ave,Special delivery instructions,TRK491509
ORD_00286,CUST_0032,,PROD_041,193,8,3,147.62,130.95,875.26,152.25,15.66,33.7,21.3,returned,bank_transfer,9604 Main St,,TRK561408
ORD_00287,CUST_0319,27-08-2023,PROD_007,81,7,4,93.58,336.03,297.46,276.58,19.16,40.7,0.0,cancelled,cash,9804 Pine Rd,,
ORD_00288,CUST_0274,19-07-2023,PROD_174,12,7,1,88.22,123.93,1013.95,196.25,13.87,24.85,17.53,delivered,cash,8560 Oak Ave,,TRK375718
ORD_00289,CUST_0242,21-08-2023,PROD_030,76,10,3,389.11,76.54,591.84,389.13,24.28,43.16,0.0,processing,cash,4099 Oak Ave,,
ORD_00290,CUST_0230,16-10-2023,PROD_168,60,1,5,334.58,321.51,487.85,384.0,0.0,14.67,43.33,cancelled,bank_transfer,7975 Oak Ave,,TRK783713
ORD_00291,CUST_0290,03-08-2023,PROD_107,159,2,1,186.07,301.28,648.44,655.41,7.41,36.63,32.07,pending,paypal,708 Oak Ave,,TRK829811
ORD_00292,CUST_0030,22-11-2023,PROD_145,33,9,3,180.61,213.68,243.53,470.12,6.26,12.86,0.0,delivered,paypal,9280 Main St,,
ORD_00293,CUST_0189,09-10-2023,PROD_099,74,9,1,215.18,264.84,1001.78,48.61,17.8,21.97,0.0,,cash,4908 Oak Ave,,TRK657775
ORD_00294,CUST_0203,,PROD_003,81,1,3,162.45,395.01,617.59,430.71,0.0,5.2,0.0,processing,paypal,7488 Main St,,
ORD_00295,CUST_0287,09-01-2023,PROD_111,51,5,1,480.35,194.19,278.27,236.13,8.82,47.18,30.29,returned,cash,6203 Pine Rd,,TRK325922
ORD_00296,CUST_0074,,PROD_114,113,10,5,353.08,243.23,542.27,145.46,0.0,20.02,0.0,delivered,credit_card,3866 Pine Rd,,
ORD_00297,CUST_0477,07-10-2023,PROD_037,84,4,3,47.14,267.69,972.92,801.38,10.98,11.67,0.0,returned,bank_transfer,1981 Oak Ave,,TRK881200
ORD_00298,CUST_0025,04-10-2023,PROD_120,130,6,1,224.04,262.01,438.8,318.9,15.52,12.58,0.0,cancelled,bank_transfer,5331 Oak Ave,,
ORD_00299,CUST_0316,21-07-2023,PROD_079,166,8,3,483.83,195.59,749.85,165.49,0.0,6.65,17.95,shipped,paypal,7412 Oak Ave,,TRK161561
ORD_00300,CUST_0030,23-01-2023,PROD_071,144,2,1,227.05,362.78,298.34,183.19,22.83,13.51,39.02,processing,debit_card,6405 Main St,,TRK943229
ORD_00301,CUST_0181,02-06-2023,PROD_058,88,10,5,27.11,162.23,955.74,171.98,19.69,51.14,0.0,delivered,debit_card,7994 Pine Rd,,TRK986916
ORD_00302,CUST_0019,15-01-2023,PROD_048,81,10,3,493.41,286.82,774.95,638.9,0.0,17.49,8.65,pending,bank_transfer,9312 Oak Ave,,TRK196244
ORD_00303,CUST_0389,18-07-2023,PROD_108,71,6,3,42.87,412.36,219.01,504.21,19.68,22.86,0.0,delivered,paypal,9903 Oak Ave,,TRK619302
ORD_00304,CUST_0117,08-06-2023,PROD_131,50,2,5,314.9,59.9,1032.88,46.65,0.0,47.25,0.0,delivered,cash,4767 Pine Rd,,TRK396338
ORD_00305,CUST_0266,27-04-2023,PROD_057,73,2,4,266.45,410.44,907.79,389.41,8.71,2.58,0.0,processing,credit_card,8378 Oak Ave,,TRK189371
ORD_00306,CUST_0199,26-05-2023,PROD_119,34,5,5,122.49,270.08,239.09,423.88,19.24,21.49,3.31,processing,credit_card,406 Pine Rd,Special delivery instructions,TRK835680
ORD_00307,CUST_0382,14-04-2023,PROD_007,171,4,2,412.61,367.52,890.09,368.62,23.96,46.2,46.42,processing,bank_transfer,6318 Pine Rd,,TRK138512
ORD_00308,CUST_0419,24-04-2023,PROD_039,200,1,3,433.61,208.58,254.7,219.6,15.48,8.34,0.0,processing,credit_card,9265 Oak Ave,,
ORD_00309,CUST_0482,10-02-2023,PROD_037,31,3,2,233.56,57.81,204.64,579.72,6.49,23.84,0.0,pending,paypal,76 Main St,,TRK615180
ORD_00310,CUST_0105,02-09-2023,PROD_151,89,7,5,262.84,148.01,548.41,677.53,0.0,27.1,4.11,delivered,credit_card,6799 Main St,,TRK791766
ORD_00311,CUST_0263,,PROD_189,198,2,1,120.34,298.71,139.85,467.79,6.59,45.4,0.0,returned,bank_transfer,8997 Pine Rd,,
ORD_00312,CUST_0487,25-08-2023,PROD_055,111,9,5,305.74,195.08,927.07,93.77,18.05,14.99,0.0,delivered,debit_card,8305 Pine Rd,,TRK141374
ORD_00313,CUST_0343,17-10-2023,PROD_072,92,6,2,190.34,235.33,624.8,302.65,24.68,12.08,35.58,returned,bank_transfer,7108 Main St,,TRK990181
ORD_00314,CUST_0160,19-01-2023,PROD_180,31,2,3,488.55,345.34,654.3,175.95,7.39,4.85,0.0,returned,paypal,5974 Pine Rd,,TRK212060
ORD_00315,CUST_0123,25-11-2023,PROD_046,118,9,5,485.08,85.41,838.34,667.26,16.84,28.08,0.0,pending,debit_card,1953 Oak Ave,,
ORD_00316,CUST_0061,13-06-2023,PROD_019,160,4,1,457.25,143.39,847.15,366.93,16.25,27.18,0.0,delivered,cash,1494 Oak Ave,,
ORD_00317,CUST_0338,21-07-2023,PROD_184,117,6,4,383.93,46.5,588.6,359.4,0.0,47.79,0.0,returned,cash,6829 Oak Ave,Special delivery instructions,TRK184451
ORD_00318,CUST_0160,21-08-2023,PROD_101,136,8,2,215.13,29.94,741.39,717.63,21.75,36.31,0.0,cancelled,credit_card,8698 Oak Ave,,TRK614375
ORD_00319,CUST_0302,07-01-2023,PROD_165,71,5,5,242.92,344.6,285.44,663.55,10.95,36.74,0.0,returned,debit_card,548 Oak Ave,,
ORD_00320,CUST_0016,,PROD_095,132,8,4,428.76,199.82,62.86,708.72,12.81,41.45,0.0,shipped,paypal,4616 Oak Ave,,TRK725257
ORD_00321,CUST_0476,20-12-2023,PROD_028,90,5,3,247.98,240.87,392.94,573.29,15.63,16.56,4.61,cancelled,credit_card,1552 Oak Ave,,TRK388795
ORD_00322,CUST_0003,24-10-2023,PROD_195,113,4,3,182.22,218.39,1031.05,749.89,17.15,27.44,0.0,processing,bank_transfer,3032 Oak Ave,,TRK527602
ORD_00323,CUST_0161,17-03-2023,PROD_194,114,6,2,293.64,86.14,533.97,368.3,24.45,16.18,49.68,shipped,debit_card,5135 Main St,Special delivery instructions,TRK945411
ORD_00324,CUST_0407,23-11-2023,PROD_075,143,8,2,209.09,179.69,209.65,81.3,15.42,29.6,0.0,cancelled,paypal,3839 Oak Ave,,
ORD_00325,CUST_0388,,PROD_041,48,1,2,410.35,233.92,425.05,761.45,20.71,46.91,29.1,returned,cash,389 Pine Rd,,TRK443780
ORD_00326,CUST_0043,22-06-2023,PROD_107,154,1,2,438.51,246.14,406.49,146.8,17.2,11.21,20.38,pending,debit_card,382 Oak Ave,,TRK417556
ORD_00327,CUST_0061,17-05-2023,PROD_132,80,3,4,83.01,132.61,177.88,196.62,15.19,24.4,0.0,cancelled,credit_card,4935 Pine Rd,,TRK286672
ORD_00328,CUST_0072,02-07-2023,PROD_187,151,3,2,238.36,173.61,771.36,600.42,15.5,4.03,0.0,processing,debit_card,762 Pine Rd,Special delivery instructions,
