order_id,ord_id,customer_id,cust_id,order_date,order_datetime,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,order_status,payment_method,shipping_address,notes,tracking_number
ORD_00131,131,385,CUST_0385,2023-10-20,,PROD_066,115,3,4,15.52,278.32,925.57,452.86,0.00,44.97,5.87,delivered,CANCELLED,cash,614 Main St,Special delivery instructions,TRK300965
ORD_00132,132,194,CUST_0194,9/10/2023,2023-04-24T04:12:00.000Z,PROD_121,42,6,5,96.00,72.33,349.91,545.80,0.00,3.80,0.00,delivered,CANCELLED,debit_card,3253 Oak Ave,,TRK276938
ORD_00133,133,322,CUST_0322,6/13/2023,2023-10-13T03:08:00.000Z,PROD_161,187,2,5,47.93,164.05,949.71,310.72,9.02,31.24,0.00,CANCELLED,pending,credit_card,7032 Oak Ave,,TRK759280
ORD_00134,134,74,CUST_0074,2023-09-02,,PROD_141,176,10,1,13.50,178.06,406.48,171.92,0.00,23.76,26.49,delivered,,credit_card,7017 Main St,,TRK850144
ORD_00135,135,498,CUST_0498,2023-04-09,2023-10-27T10:11:00.000Z,PROD_127,16,6,1,17.70,283.21,983.62,712.00,0.00,40.02,0.00,CANCELLED,SHIPPED,debit_card,738 Pine Rd,Special delivery instructions,TRK909516
ORD_00136,136,186,CUST_0186,6/4/2023,2023-12-24T05:09:00.000Z,PROD_053,20,5,3,224.10,217.26,525.93,457.84,12.04,19.64,0.00,returned,delivered,bank_transfer,8914 Pine Rd,,TRK861194
ORD_00137,137,116,CUST_0116,2023-12-26,,PROD_150,99,1,2,368.92,384.90,975.96,786.26,14.76,31.91,27.23,CANCELLED,processing,debit_card,2938 Pine Rd,,
ORD_00138,138,70,CUST_0070,4/7/2023,2023-02-12T18:24:00.000Z,PROD_038,66,10,2,71.89,73.11,603.15,633.94,14.60,28.12,0.00,SHIPPED,,bank_transfer,2345 Main St,,TRK287271
ORD_00139,139,188,CUST_0188,8/15/2023,2023-04-16T13:24:00.000Z,PROD_124,118,3,3,204.43,110.68,644.79,650.61,16.65,8.39,29.85,returned,delivered,bank_transfer,9817 Main St,Special delivery instructions,
ORD_00140,140,194,CUST_0194,2023-12-27,2023-05-15T15:18:00.000Z,PROD_077,198,4,3,69.45,91.25,415.74,332.57,16.03,25.65,0.00,,,credit_card,9298 Oak Ave,,TRK454616
ORD_00141,141,112,CUST_0112,,2023-07-15T15:01:00.000Z,PROD_044,44,4,3,261.76,101.35,839.79,394.34,13.29,28.75,0.00,,,cash,3262 Main St,,
ORD_00142,142,29,CUST_0029,2023-01-12,2023-12-19T08:15:00.000Z,PROD_154,179,2,2,330.09,160.89,644.28,459.13,0.00,4.54,41.87,returned,delivered,debit_card,5407 Oak Ave,Special delivery instructions,
ORD_00143,143,451,CUST_0451,6/5/2023,2023-03-24T20:10:00.000Z,PROD_168,171,8,3,336.30,109.50,879.21,463.00,13.47,41.60,0.00,returned,processing,paypal,9489 Oak Ave,,
ORD_00144,144,299,CUST_0299,8/17/2023,2023-04-05T09:33:00.000Z,PROD_188,181,5,3,93.11,168.43,806.25,480.49,15.94,16.16,0.00,SHIPPED,pending,bank_transfer,1639 Oak Ave,,
ORD_00145,145,493,CUST_0493,4/18/2023,2023-07-17T15:32:00.000Z,PROD_169,4,1,1,350.89,207.44,384.32,583.29,0.00,34.64,0.00,CANCELLED,,debit_card,7008 Oak Ave,,
ORD_00146,146,352,CUST_0352,11/28/2023,2023-12-03T02:58:00.000Z,PROD_124,106,10,2,295.73,100.52,741.19,450.69,0.00,3.33,46.58,returned,CANCELLED,bank_transfer,3365 Pine Rd,,
ORD_00147,147,90,CUST_0090,5/7/2023,2023-05-23T04:50:00.000Z,PROD_064,126,3,1,225.60,234.76,563.22,505.50,8.48,6.57,0.00,SHIPPED,pending,credit_card,8711 Pine Rd,,TRK591553
ORD_00148,148,380,CUST_0380,1/19/2023,2023-11-08T12:00:00.000Z,PROD_157,129,7,2,97.47,233.59,986.92,709.62,20.35,32.85,0.00,returned,delivered,debit_card,8827 Oak Ave,,TRK485031
ORD_00149,149,5,CUST_0005,2023-03-03,2023-12-05T20:41:00.000Z,PROD_100,30,8,3,260.45,367.32,413.38,676.86,0.00,32.23,0.00,returned,,cash,62 Pine Rd,Special delivery instructions,TRK766054
ORD_00150,150,98,CUST_0098,11/15/2023,2023-05-27T04:26:00.000Z,PROD_146,77,10,2,407.40,102.30,672.62,288.96,19.36,2.70,41.87,pending,processing,bank_transfer,9979 Oak Ave,,
ORD_00151,151,286,CUST_0286,2023-04-08,2023-08-01T14:12:00.000Z,PROD_103,29,9,5,64.04,157.51,876.66,788.32,0.00,19.00,0.00,delivered,processing,cash,7931 Main St,,
ORD_00152,152,193,CUST_0193,4/25/2023,2023-04-13T04:20:00.000Z,PROD_002,149,1,1,244.12,48.96,576.40,391.19,8.05,2.35,0.00,returned,,paypal,4669 Oak Ave,Special delivery instructions,TRK551163
ORD_00153,153,495,CUST_0495,5/13/2023,2023-03-08T07:43:00.000Z,PROD_041,57,8,4,345.97,359.59,991.14,380.25,0.00,5.94,0.00,delivered,returned,credit_card,8161 Main St,Special delivery instructions,TRK720512
ORD_00154,154,71,CUST_0071,2023-02-25,2023-07-05T21:04:00.000Z,PROD_041,109,3,3,433.44,368.75,959.93,284.99,13.68,27.48,0.00,pending,delivered,cash,7695 Oak Ave,,
ORD_00155,155,406,CUST_0406,2023-07-14,2023-11-03T20:10:00.000Z,PROD_122,171,9,4,240.04,43.79,515.81,122.45,0.00,10.78,0.00,,returned,credit_card,3856 Main St,,
ORD_00156,156,492,CUST_0492,2023-09-25,2023-06-10T12:45:00.000Z,PROD_101,79,6,1,39.00,322.97,690.07,435.85,6.09,12.16,41.99,SHIPPED,CANCELLED,credit_card,6852 Oak Ave,,TRK747086
ORD_00157,157,355,CUST_0355,2/5/2023,2023-12-19T19:51:00.000Z,PROD_134,175,9,2,166.07,286.35,328.80,711.83,0.00,32.38,0.00,pending,pending,cash,6354 Main St,Special delivery instructions,TRK239834
ORD_00158,158,241,CUST_0241,2023-10-13,2023-01-03T07:54:00.000Z,PROD_069,78,8,3,44.48,101.09,326.84,220.93,23.93,2.30,15.17,processing,processing,debit_card,2801 Oak Ave,Special delivery instructions,TRK498016
ORD_00159,159,313,CUST_0313,9/8/2023,2023-07-27T12:17:00.000Z,PROD_086,182,10,4,390.79,48.79,56.36,225.36,24.95,6.63,0.00,delivered,,credit_card,3098 Oak Ave,,TRK249400
ORD_00160,160,352,CUST_0352,9/20/2023,2023-02-24T19:56:00.000Z,PROD_045,11,2,5,146.05,298.08,308.41,558.73,0.00,42.31,21.27,SHIPPED,,debit_card,599 Pine Rd,,TRK563169
ORD_00161,161,16,CUST_0016,4/19/2023,2023-08-18T10:02:00.000Z,PROD_153,75,3,5,434.38,123.74,388.35,838.35,0.00,29.45,0.00,SHIPPED,delivered,bank_transfer,5478 Main St,,TRK872224
ORD_00162,162,210,CUST_0210,,2023-10-04T18:47:00.000Z,PROD_143,197,3,1,433.66,184.00,1035.67,386.11,11.53,13.35,0.00,SHIPPED,delivered,credit_card,7466 Oak Ave,,TRK505864
ORD_00163,163,278,CUST_0278,2023-09-20,2023-02-11T18:46:00.000Z,PROD_040,179,9,1,23.79,334.24,203.47,629.07,0.00,40.14,0.00,returned,pending,bank_transfer,3098 Pine Rd,,TRK961737
ORD_00164,164,421,CUST_0421,2023-07-22,2023-02-04T00:17:00.000Z,PROD_137,49,2,4,109.05,351.82,671.55,233.30,9.64,27.80,0.00,returned,CANCELLED,debit_card,5136 Main St,,
ORD_00165,165,457,CUST_0457,2023-06-07,2023-06-27T21:26:00.000Z,PROD_130,132,2,3,61.82,169.33,238.11,683.90,17.72,19.21,20.31,,returned,debit_card,2131 Main St,,TRK683649
ORD_00166,166,350,CUST_0350,4/26/2023,2023-09-26T13:45:00.000Z,PROD_071,36,8,1,131.83,350.76,409.15,490.13,5.44,48.36,33.00,SHIPPED,returned,debit_card,7078 Main St,,TRK948916
ORD_00167,167,149,CUST_0149,,2023-04-08T03:15:00.000Z,PROD_107,131,7,4,230.02,346.17,340.09,817.95,0.00,6.70,0.00,SHIPPED,,paypal,8144 Oak Ave,Special delivery instructions,
ORD_00168,168,479,CUST_0479,5/16/2023,,PROD_141,67,7,3,468.98,256.92,811.84,349.65,0.00,13.70,0.00,processing,,cash,4015 Pine Rd,,
ORD_00169,169,428,CUST_0428,2023-01-24,,PROD_193,180,2,5,363.82,403.40,591.00,613.23,0.00,15.80,0.00,SHIPPED,SHIPPED,cash,65 Pine Rd,Special delivery instructions,
ORD_00170,170,418,CUST_0418,10/23/2023,,PROD_138,146,3,4,288.20,379.51,416.15,79.30,10.29,32.21,0.00,returned,pending,paypal,8335 Oak Ave,,TRK188699
ORD_00171,171,91,CUST_0091,2023-07-15,2023-09-08T20:03:00.000Z,PROD_129,119,7,4,309.76,396.45,106.30,645.13,6.07,10.45,0.00,delivered,processing,credit_card,628 Pine Rd,,
ORD_00172,172,8,CUST_0008,11/12/2023,2023-12-07T00:02:00.000Z,PROD_175,170,9,4,21.23,258.78,594.60,214.26,15.28,9.26,0.00,processing,pending,bank_transfer,5710 Pine Rd,Special delivery instructions,
ORD_00173,173,254,CUST_0254,3/13/2023,2023-04-10T16:34:00.000Z,PROD_154,53,5,2,71.52,226.04,541.69,632.61,16.65,49.22,0.00,delivered,CANCELLED,cash,9221 Main St,,
ORD_00174,174,423,CUST_0423,1/1/2023,,PROD_199,58,6,2,254.70,231.88,596.95,615.94,0.00,5.10,10.07,,pending,paypal,8885 Pine Rd,,
ORD_00175,175,456,CUST_0456,11/4/2023,2023-07-14T18:20:00.000Z,PROD_030,190,8,3,129.56,60.89,377.24,524.38,9.17,29.07,0.00,delivered,SHIPPED,bank_transfer,6917 Oak Ave,,TRK856513
ORD_00176,176,343,CUST_0343,2023-11-09,2023-02-05T15:50:00.000Z,PROD_135,24,2,1,273.28,172.19,476.56,220.23,14.52,34.04,25.63,CANCELLED,SHIPPED,credit_card,5035 Oak Ave,,
ORD_00177,177,349,CUST_0349,11/14/2023,2023-06-13T14:40:00.000Z,PROD_027,149,1,2,419.86,230.17,104.83,216.07,9.71,3.05,0.00,SHIPPED,delivered,debit_card,5421 Main St,Special delivery instructions,TRK891764
ORD_00178,178,116,CUST_0116,9/19/2023,2023-06-18T18:49:00.000Z,PROD_146,69,5,4,182.63,346.46,142.87,655.68,0.00,12.08,0.00,CANCELLED,delivered,bank_transfer,8905 Pine Rd,,TRK962796
ORD_00179,179,105,CUST_0105,4/25/2023,2023-03-13T19:09:00.000Z,PROD_049,30,1,1,257.44,338.44,450.53,300.95,0.00,22.40,24.15,,pending,bank_transfer,3124 Oak Ave,,TRK940685
ORD_00180,180,338,CUST_0338,8/28/2023,2023-12-01T11:51:00.000Z,PROD_052,16,6,5,29.51,354.31,682.03,369.79,23.28,48.29,47.36,pending,delivered,paypal,2154 Pine Rd,,
ORD_00181,181,276,CUST_0276,3/7/2023,2023-11-24T08:21:00.000Z,PROD_197,18,2,1,212.27,68.25,401.31,220.48,6.35,11.03,13.98,pending,,credit_card,3495 Pine Rd,,
ORD_00182,182,322,CUST_0322,2023-05-10,2023-06-12T22:56:00.000Z,PROD_060,37,9,2,497.30,77.14,91.02,86.14,9.52,33.56,0.00,,CANCELLED,cash,3595 Pine Rd,,TRK982535
ORD_00183,183,22,CUST_0022,10/22/2023,2023-12-22T14:10:00.000Z,PROD_148,46,4,4,421.85,20.92,468.91,492.21,21.59,14.27,0.00,pending,CANCELLED,paypal,2926 Oak Ave,Special delivery instructions,TRK337334
ORD_00184,184,79,CUST_0079,3/19/2023,2023-09-01T23:47:00.000Z,PROD_010,36,8,2,14.50,304.29,299.43,144.82,24.87,30.06,0.00,processing,processing,paypal,7602 Oak Ave,,TRK806495
ORD_00185,185,188,CUST_0188,3/15/2023,2023-07-10T19:10:00.000Z,PROD_115,80,3,3,331.62,116.04,321.60,471.12,10.58,26.57,0.00,,delivered,debit_card,6706 Main St,,TRK809239
ORD_00186,186,240,CUST_0240,1/16/2023,,PROD_122,113,1,4,334.74,321.35,521.81,823.35,16.14,21.56,0.00,returned,CANCELLED,bank_transfer,439 Oak Ave,Special delivery instructions,
ORD_00187,187,251,CUST_0251,,,PROD_101,134,4,2,402.81,132.41,436.22,416.36,6.24,28.46,42.14,,SHIPPED,cash,7227 Pine Rd,,
ORD_00188,188,25,CUST_0025,2023-11-18,2023-11-10T08:39:00.000Z,PROD_075,61,2,3,164.40,50.64,768.33,498.94,19.96,33.93,0.00,returned,SHIPPED,paypal,1038 Oak Ave,,
ORD_00189,189,258,CUST_0258,,2023-02-13T20:50:00.000Z,PROD_002,150,3,5,167.15,18.89,718.91,788.63,13.56,13.45,0.00,,,cash,893 Oak Ave,Special delivery instructions,TRK165231
ORD_00190,190,223,CUST_0223,2023-06-08,2023-12-23T11:32:00.000Z,PROD_118,165,3,5,404.47,153.64,319.31,433.37,14.94,4.87,12.59,returned,delivered,debit_card,9750 Pine Rd,,TRK916246
ORD_00191,191,300,CUST_0300,6/22/2023,2023-09-23T11:32:00.000Z,PROD_183,100,10,4,145.90,119.85,629.63,349.59,0.00,48.24,0.00,delivered,delivered,debit_card,4974 Main St,,TRK812028
ORD_00192,192,19,CUST_0019,5/12/2023,,PROD_179,64,1,1,502.23,326.85,1004.14,305.06,9.14,40.80,32.24,,delivered,paypal,4876 Oak Ave,,TRK984280
ORD_00193,193,156,CUST_0156,,2023-02-09T14:29:00.000Z,PROD_112,135,7,2,494.02,355.66,575.18,306.06,0.00,17.26,15.05,SHIPPED,processing,paypal,2548 Pine Rd,,TRK708003
ORD_00194,194,138,CUST_0138,10/18/2023,2023-12-10T06:53:00.000Z,PROD_169,195,3,3,217.17,152.20,820.94,600.29,17.40,7.57,0.00,pending,CANCELLED,credit_card,1726 Main St,,TRK468991
ORD_00195,195,359,CUST_0359,2023-05-23,2023-06-11T03:28:00.000Z,PROD_062,25,7,1,36.59,387.87,672.84,211.38,17.03,10.03,0.00,CANCELLED,returned,credit_card,7308 Pine Rd,,
ORD_00196,196,254,CUST_0254,6/23/2023,2023-05-22T15:11:00.000Z,PROD_050,60,10,3,341.67,152.93,342.53,511.60,5.76,36.86,0.00,pending,CANCELLED,debit_card,6024 Oak Ave,,
ORD_00197,197,111,CUST_0111,12/12/2023,2023-05-25T18:01:00.000Z,PROD_013,150,1,4,194.17,412.03,71.37,340.13,14.06,22.74,0.00,delivered,returned,debit_card,1629 Main St,,TRK245024
ORD_00198,198,375,CUST_0375,1/26/2023,2023-02-10T02:56:00.000Z,PROD_169,126,7,1,437.56,310.49,622.71,430.87,0.00,27.93,0.00,pending,delivered,bank_transfer,8458 Oak Ave,,
ORD_00199,199,322,CUST_0322,10/25/2023,,PROD_173,178,4,2,152.14,381.50,86.89,271.61,10.93,42.13,0.00,returned,pending,cash,2176 Pine Rd,Special delivery instructions,
ORD_00200,200,474,CUST_0474,2023-10-26,2023-10-08T07:23:00.000Z,PROD_181,151,3,3,349.61,96.72,290.48,570.67,17.91,25.75,0.00,delivered,processing,paypal,6001 Pine Rd,,
ORD_00201,201,354,CUST_0354,2023-02-13,2023-11-05T16:50:00.000Z,PROD_173,79,1,4,353.23,147.22,825.31,129.14,0.00,21.67,0.00,delivered,processing,credit_card,5140 Pine Rd,,
ORD_00202,202,138,CUST_0138,5/28/2023,2023-08-27T06:14:00.000Z,PROD_057,92,8,3,400.20,118.94,593.38,471.83,9.22,40.78,0.00,returned,delivered,credit_card,7646 Pine Rd,,TRK196969
ORD_00203,203,268,CUST_0268,7/19/2023,2023-10-25T21:32:00.000Z,PROD_187,12,8,3,186.20,338.28,456.28,505.51,8.00,3.37,0.00,processing,returned,paypal,2632 Oak Ave,Special delivery instructions,
ORD_00204,204,372,CUST_0372,2/8/2023,2023-08-02T09:15:00.000Z,PROD_134,96,6,4,429.04,145.45,156.41,560.73,17.45,23.88,16.53,SHIPPED,processing,credit_card,2988 Pine Rd,Special delivery instructions,TRK481315
ORD_00205,205,480,CUST_0480,10/14/2023,,PROD_003,31,6,3,371.61,411.91,706.31,212.33,23.33,49.59,0.00,pending,CANCELLED,bank_transfer,6933 Main St,,TRK135302
ORD_00206,206,168,CUST_0168,5/15/2023,,PROD_172,68,2,5,212.47,89.84,66.22,710.66,16.63,47.16,46.88,CANCELLED,,paypal,9934 Oak Ave,,TRK543751
ORD_00207,207,27,CUST_0027,2023-02-17,,PROD_074,24,7,5,458.54,193.54,775.73,205.19,8.84,46.43,43.13,returned,delivered,debit_card,6798 Main St,,TRK616573
ORD_00208,208,295,CUST_0295,7/18/2023,2023-12-19T21:07:00.000Z,PROD_069,120,9,2,326.40,352.21,830.28,450.93,0.00,20.25,0.00,processing,processing,paypal,8994 Oak Ave,,TRK959853
ORD_00209,209,105,CUST_0105,9/5/2023,2023-09-07T23:00:00.000Z,PROD_071,200,8,2,185.98,292.97,482.58,832.59,16.97,37.65,0.00,pending,,paypal,4759 Oak Ave,,TRK121121
ORD_00210,210,318,CUST_0318,9/9/2023,2023-09-27T11:43:00.000Z,PROD_169,114,10,2,415.99,51.78,250.02,690.66,16.96,44.37,37.94,returned,SHIPPED,cash,2814 Oak Ave,,TRK384980
ORD_00211,211,481,CUST_0481,4/23/2023,2023-01-02T11:20:00.000Z,PROD_166,195,9,3,35.10,68.87,158.63,428.89,21.97,25.76,0.00,delivered,pending,debit_card,7337 Pine Rd,,
ORD_00212,212,388,CUST_0388,2023-08-17,2023-11-26T00:02:00.000Z,PROD_083,140,4,3,71.68,249.37,258.72,551.87,10.12,34.50,0.00,pending,SHIPPED,paypal,6420 Oak Ave,,
ORD_00213,213,286,CUST_0286,12/13/2023,2023-01-05T18:22:00.000Z,PROD_069,121,1,2,496.40,242.52,695.08,734.53,5.97,9.01,2.66,CANCELLED,,bank_transfer,667 Pine Rd,,TRK559130
ORD_00214,214,316,CUST_0316,,2023-07-31T22:41:00.000Z,PROD_107,43,2,1,390.51,407.49,679.91,530.98,17.69,33.87,0.23,returned,pending,credit_card,7081 Pine Rd,,TRK851387
ORD_00215,215,290,CUST_0290,2/9/2023,2023-01-01T15:22:00.000Z,PROD_055,146,8,2,273.64,176.21,346.62,814.04,22.06,48.47,0.00,CANCELLED,CANCELLED,paypal,8611 Main St,,
ORD_00216,216,280,CUST_0280,2023-06-08,2023-07-26T07:41:00.000Z,PROD_188,167,5,2,126.86,141.04,128.37,665.36,6.11,16.18,0.00,delivered,delivered,bank_transfer,8726 Oak Ave,,
ORD_00217,217,110,CUST_0110,10/18/2023,2023-08-03T07:46:00.000Z,PROD_038,64,3,2,467.47,185.80,732.16,616.08,0.00,25.97,0.00,processing,returned,credit_card,9231 Pine Rd,,
ORD_00218,218,159,CUST_0159,2/9/2023,,PROD_088,110,7,3,489.69,376.37,119.27,635.63,0.00,4.89,0.00,,pending,paypal,845 Main St,,TRK312815
ORD_00219,219,192,CUST_0192,11/15/2023,2023-11-12T07:35:00.000Z,PROD_042,53,3,4,357.36,256.16,843.54,498.81,21.98,25.46,39.58,returned,,bank_transfer,2150 Main St,,
ORD_00220,220,483,CUST_0483,4/12/2023,2023-03-09T01:16:00.000Z,PROD_091,119,10,5,293.75,241.52,378.83,108.99,0.00,26.98,0.00,processing,processing,debit_card,5625 Pine Rd,,TRK508532
ORD_00221,221,429,CUST_0429,2023-06-12,,PROD_008,178,4,1,235.91,303.85,193.67,585.91,0.00,14.30,0.00,delivered,pending,credit_card,942 Pine Rd,,TRK766779
ORD_00222,222,294,CUST_0294,7/12/2023,,PROD_167,90,8,1,334.52,251.42,558.40,552.51,18.11,9.38,0.00,processing,pending,debit_card,1384 Oak Ave,,TRK130565
ORD_00223,223,145,CUST_0145,2023-08-03,2023-08-27T14:12:00.000Z,PROD_177,64,2,2,105.22,388.55,347.34,448.10,12.85,26.24,0.00,CANCELLED,CANCELLED,credit_card,5087 Main St,Special delivery instructions,
ORD_00224,224,252,CUST_0252,,2023-10-27T12:17:00.000Z,PROD_182,104,6,1,238.24,23.27,1045.19,603.42,17.91,46.20,8.51,CANCELLED,processing,cash,5898 Main St,,TRK981030
ORD_00225,225,61,CUST_0061,2023-12-14,2023-04-26T18:51:00.000Z,PROD_087,38,6,5,70.58,70.00,967.22,422.10,0.00,12.71,0.00,,processing,debit_card,3078 Main St,,
ORD_00226,226,197,CUST_0197,8/25/2023,2023-01-01T11:46:00.000Z,PROD_168,175,9,5,104.72,355.12,816.17,173.25,14.15,27.92,0.00,SHIPPED,pending,credit_card,4996 Oak Ave,,
ORD_00227,227,172,CUST_0172,4/21/2023,2023-12-03T16:22:00.000Z,PROD_017,99,9,3,361.48,325.05,920.73,183.68,12.87,7.50,0.00,delivered,pending,cash,6431 Oak Ave,,TRK552449
ORD_00228,228,155,CUST_0155,2023-04-30,2023-04-15T16:29:00.000Z,PROD_055,181,2,1,505.96,313.46,936.89,773.09,8.63,5.46,0.00,CANCELLED,pending,bank_transfer,7423 Main St,Special delivery instructions,TRK967458
ORD_00229,229,274,CUST_0274,2023-08-17,2023-05-04T14:05:00.000Z,PROD_049,82,6,3,206.44,86.80,270.16,482.09,10.44,21.21,0.00,processing,pending,bank_transfer,8146 Oak Ave,,
ORD_00230,230,406,CUST_0406,5/17/2023,2023-03-22T21:01:00.000Z,PROD_093,148,7,2,217.14,246.72,807.00,419.75,0.00,45.01,20.55,pending,returned,paypal,6216 Main St,,TRK979755
ORD_00231,231,166,CUST_0166,8/2/2023,2023-01-05T15:42:00.000Z,PROD_050,65,2,1,312.07,286.63,841.33,303.86,7.87,26.24,28.12,pending,CANCELLED,paypal,4029 Pine Rd,,TRK884926
ORD_00232,232,309,CUST_0309,2023-12-12,2023-04-13T23:29:00.000Z,PROD_098,122,2,3,206.22,357.76,473.20,98.64,0.00,26.48,0.00,processing,processing,bank_transfer,4640 Main St,,
ORD_00233,233,474,CUST_0474,8/17/2023,2023-09-03T05:47:00.000Z,PROD_062,185,1,2,484.67,294.96,288.01,559.62,18.54,34.50,17.93,,CANCELLED,bank_transfer,310 Pine Rd,,TRK672640
ORD_00234,234,439,CUST_0439,6/4/2023,2023-04-16T02:42:00.000Z,PROD_041,77,10,1,370.37,274.86,992.46,570.11,0.00,15.20,0.00,pending,returned,credit_card,2034 Pine Rd,Special delivery instructions,
ORD_00235,235,326,CUST_0326,3/8/2023,2023-01-22T07:42:00.000Z,PROD_063,4,9,1,109.95,254.95,537.10,560.94,19.68,21.87,0.00,,,debit_card,4002 Pine Rd,,TRK365170
ORD_00236,236,462,CUST_0462,2023-12-13,2023-09-10T09:06:00.000Z,PROD_199,170,10,2,266.61,49.79,900.22,801.42,0.00,39.16,6.83,returned,CANCELLED,cash,2360 Pine Rd,,TRK296952
ORD_00237,237,359,CUST_0359,12/23/2023,2023-02-27T08:45:00.000Z,PROD_058,94,7,2,442.55,272.80,669.04,768.65,6.18,39.40,0.00,CANCELLED,CANCELLED,cash,8820 Oak Ave,,TRK834235
ORD_00238,238,293,CUST_0293,2023-11-07,2023-02-07T16:43:00.000Z,PROD_086,126,4,1,246.21,297.23,621.60,442.13,20.69,24.88,0.00,CANCELLED,delivered,paypal,191 Main St,Special delivery instructions,TRK986958
ORD_00239,239,454,CUST_0454,11/9/2023,2023-03-11T08:23:00.000Z,PROD_014,41,1,5,83.11,74.37,756.20,752.17,14.96,48.97,20.46,delivered,,cash,2594 Oak Ave,Special delivery instructions,
ORD_00240,240,447,CUST_0447,7/26/2023,2023-09-17T14:10:00.000Z,PROD_025,115,8,2,454.13,290.83,760.53,286.25,6.30,28.81,35.87,returned,delivered,cash,9059 Main St,,
ORD_00241,241,186,CUST_0186,2023-12-03,2023-08-16T09:41:00.000Z,PROD_069,142,1,5,225.37,161.04,482.90,206.63,13.89,51.56,0.00,processing,CANCELLED,credit_card,7683 Pine Rd,,TRK812753
ORD_00242,242,366,CUST_0366,3/6/2023,2023-03-05T01:38:00.000Z,PROD_155,200,10,1,278.45,83.12,817.71,230.25,0.00,45.72,0.00,,pending,bank_transfer,4222 Pine Rd,,
ORD_00243,243,145,CUST_0145,6/6/2023,2023-02-19T17:49:00.000Z,PROD_116,11,6,5,260.50,34.35,827.75,599.56,10.11,46.53,0.00,processing,,bank_transfer,654 Pine Rd,,TRK233787
ORD_00244,244,414,CUST_0414,,2023-11-04T19:34:00.000Z,PROD_021,124,10,5,359.59,325.26,1033.03,234.48,19.83,5.65,26.19,pending,pending,cash,6962 Pine Rd,,
ORD_00245,245,289,CUST_0289,2023-05-27,2023-11-26T20:03:00.000Z,PROD_168,2,10,4,281.04,282.14,552.87,207.10,0.00,38.24,0.00,processing,returned,paypal,9364 Oak Ave,,TRK611496
ORD_00246,246,284,CUST_0284,2/9/2023,,PROD_054,162,9,5,133.98,269.48,655.18,205.01,8.94,24.35,18.93,delivered,pending,credit_card,6845 Pine Rd,,
ORD_00247,247,12,CUST_0012,,2023-05-31T18:48:00.000Z,PROD_090,44,9,3,451.37,16.41,450.43,256.65,0.00,31.88,0.00,CANCELLED,processing,cash,6254 Pine Rd,,TRK235190
ORD_00248,248,179,CUST_0179,,,PROD_155,182,6,4,129.29,15.11,983.69,625.02,0.00,17.67,0.00,pending,SHIPPED,credit_card,9198 Oak Ave,Special delivery instructions,
ORD_00249,249,254,CUST_0254,2023-11-09,2023-09-24T03:24:00.000Z,PROD_068,89,7,2,205.56,368.39,495.06,443.01,10.48,20.19,0.00,delivered,,paypal,4177 Oak Ave,Special delivery instructions,TRK521208
ORD_00250,250,490,CUST_0490,5/15/2023,2023-02-13T03:26:00.000Z,PROD_038,138,5,1,504.15,345.56,56.98,636.72,9.16,26.17,0.00,processing,delivered,credit_card,6346 Pine Rd,,TRK536725
ORD_00251,251,159,CUST_0159,2023-09-18,2023-07-04T01:34:00.000Z,PROD_028,21,5,2,14.27,348.80,344.62,40.67,6.55,33.21,43.38,pending,processing,paypal,2326 Main St,,TRK154139
ORD_00252,252,194,CUST_0194,10/4/2023,2023-08-01T09:52:00.000Z,PROD_082,70,5,3,132.74,333.21,963.81,653.05,9.56,12.52,0.00,SHIPPED,pending,debit_card,3525 Main St,Special delivery instructions,TRK537091
ORD_00253,253,288,CUST_0288,12/23/2023,2023-02-01T20:14:00.000Z,PROD_172,2,1,5,322.99,352.27,814.21,692.09,0.00,6.14,0.00,,SHIPPED,credit_card,6263 Main St,,TRK154885
ORD_00254,254,113,CUST_0113,2023-03-15,2023-11-11T20:08:00.000Z,PROD_021,47,8,3,225.63,152.40,750.01,206.66,13.79,2.25,29.07,returned,delivered,credit_card,7083 Oak Ave,,TRK445860
ORD_00255,255,344,CUST_0344,,2023-02-11T00:45:00.000Z,PROD_048,171,2,5,449.07,390.79,264.87,339.14,6.21,10.22,0.00,delivered,returned,cash,3977 Pine Rd,,
ORD_00256,256,148,CUST_0148,2023-04-19,2023-04-19T14:06:00.000Z,PROD_193,176,6,3,436.81,388.00,400.18,540.10,0.00,33.13,0.00,SHIPPED,SHIPPED,paypal,6464 Oak Ave,,
ORD_00257,257,421,CUST_0421,9/16/2023,2023-03-28T16:11:00.000Z,PROD_141,196,3,4,389.26,36.95,549.71,361.46,11.56,31.40,0.00,CANCELLED,returned,bank_transfer,7107 Oak Ave,,
ORD_00258,258,384,CUST_0384,2023-07-24,,PROD_078,66,5,2,324.76,278.54,307.27,771.16,0.00,14.91,0.00,returned,,bank_transfer,2386 Oak Ave,,
ORD_00259,259,276,CUST_0276,10/20/2023,2023-10-08T00:30:00.000Z,PROD_078,128,4,1,310.50,29.34,738.32,654.32,11.11,26.24,0.00,,SHIPPED,credit_card,5650 Pine Rd,,TRK263325
